"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2020",15.253,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2020",14430.29,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2020",194.833,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2020",33989.118,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2020",737.368,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2020",23788.687,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2020",968.704,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2020",39703.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2020",3112.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2020",3619.977,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2020",203.232,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2020",6677.433,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2020",270.474,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2020",6302.941,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2020",327.741,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2020",31.52,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Employed","2020",79164.611,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Unemployed","2020",3790.672,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Employed","2020",1126.552,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2020",7.811,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2020",7824.453,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2020",137.326,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2020",20567.57,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2020",544.889,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2020",15045.83,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2020",670.881,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2020",26129.732,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2020",2021.766,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2020",1671.832,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2020",108.351,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2020",3464.096,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2020",128.51,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2020",3311.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2020",171.139,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2020",22.808,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Employed","2020",52022.546,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Unemployed","2020",2038.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Employed","2020",1517.401,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2020",7.442,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2020",6605.837,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2020",57.507,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2020",13421.548,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2020",192.479,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2020",8742.857,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2020",297.823,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2020",13573.508,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2020",1090.257,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2020",1948.145,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2020",94.881,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2020",3213.337,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2020",141.964,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2020",2991.202,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2020",156.602,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2020",8.712,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Employed","2019",131895.948,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Unemployed","2019",4911.788,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Employed","2019",3879.441,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2019",21.182,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2019",16833.871,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2019",206.038,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2019",32304.367,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2019",562.583,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2019",23638.308,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2019",799.391,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2019",38877.502,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2019",2573.698,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2019",3622.223,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2019",178.418,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2019",11728.486,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2019",557.027,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2019",963.55,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2019",12.948,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2019",48.201,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Employed","2019",79658.931,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): Total","Labour market status: Unemployed","2019",3100.988,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Employed","2019",1724.749,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2019",12.95,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2019",9393.695,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2019",148.778,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2019",19680.738,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2019",403.302,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2019",14895.626,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2019",550.875,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2019",25621.409,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2019",1636.241,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2019",1629.992,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2019",73.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2019",6082.378,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2019",269.573,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2019",594.067,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2019",5.356,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2019",36.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Male","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Employed","2019",52237.017,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): Total","Labour market status: Unemployed","2019",1810.801,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Employed","2019",2154.693,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2019",8.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2019",7440.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2019",57.26,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Employed","2019",12623.63,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 1. Primary education","Labour market status: Unemployed","2019",159.281,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Employed","2019",8742.682,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 2. Lower secondary education","Labour market status: Unemployed","2019",248.516,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Employed","2019",13256.094,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 3. Upper secondary education","Labour market status: Unemployed","2019",937.457,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Employed","2019",1992.231,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 5. Short-cycle tertiary education","Labour market status: Unemployed","2019",105.008,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Employed","2019",5646.109,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 6. Bachelor's or equivalent level","Labour market status: Unemployed","2019",287.454,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Employed","2019",369.483,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 7. Master's or equivalent level","Labour market status: Unemployed","2019",7.593,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Employed","2019",11.922,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Female","Education (ISCED-11): 8. Doctoral or equivalent level","Labour market status: Unemployed","2019",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Employed","2018",126675.011,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): Total","Labour market status: Unemployed","2018",5812.398,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Employed","2018",2484.486,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): X. No schooling","Labour market status: Unemployed","2018",50.828,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Employed","2018",17800.029,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Indonesia","Working-age population by sex, education and labour market status (thousands)","LFS - National Labour Force Survey","Sex: Total","Education (ISCED-11): 0. Early childhood education","Labour market status: Unemployed","2018",197.969,,,,"Repository: ILO-STATISTICS - Micro data processing"
